machine,limits,benchmark,base_result,lower_is_better,result,normalized
t2.micro,with,ramsmp_fl-point_reading_1024kb_block,710.34,False,6136.59,8.63894754624546
t2.micro,with,ramsmp_fl-point_reading_2048kb_block,680.64,False,6149.75,9.03524623883404
t2.micro,with,ramsmp_fl-point_reading_4096kb_block,681.38,False,6185.09,9.077299010830961
t2.micro,with,ramsmp_fl-point_reading_8192kb_block,681.75,False,6126.03,8.985742574257426
t2.micro,with,ramsmp_fl-point_reading_16384kb_block,681.81,False,5733.63,8.409424913098958
t2.micro,with,ramsmp_fl-point_reading_32768kb_block,682.03,False,1874.59,2.748544785419996
t2.micro,with,ramsmp_fl-point_copy,1308.71,False,1611.14,1.2310901574833233
t2.micro,with,ramsmp_fl-point_scale,94.24,False,1593.19,16.90566638370119
t2.micro,with,ramsmp_fl-point_add,133.08,False,1923.06,14.450405770964831
t2.micro,with,ramsmp_fl-point_triad,70.92,False,1935.72,27.294416243654823
issdm-6,with,stockfish-7,241111.0,False,67763.0,0.281044829974576
t2.micro,with,stockfish-7,241111.0,False,423835.0,1.7578418238902414
